County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Nassau,Glen Cove City PD,2009,12.0,288.0,31.0,0.0,0.0,14.0,17.0,257.0,38.0,207.0,12.0,Non-New York City
Nassau,Great Neck Estates Vg PD,2009,12.0,5.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,Non-New York City
Nassau,Hempstead Vg PD,2009,12.0,1556.0,482.0,6.0,9.0,254.0,213.0,1074.0,199.0,646.0,229.0,Non-New York City
Nassau,Kings Point Vg PD,2009,12.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,12.0,1.0,Non-New York City
Nassau,Lake Success Vg PD,2009,12.0,49.0,2.0,0.0,0.0,0.0,2.0,47.0,6.0,39.0,2.0,Non-New York City
Nassau,Long Beach City PD,2009,12.0,258.0,26.0,0.0,2.0,6.0,18.0,232.0,21.0,207.0,4.0,Non-New York City
Nassau,Lynbrook Vg PD,2009,12.0,197.0,22.0,0.0,3.0,10.0,9.0,175.0,18.0,144.0,13.0,Non-New York City
Nassau,Malverne Vg PD,2009,12.0,47.0,2.0,0.0,0.0,1.0,1.0,45.0,9.0,33.0,3.0,Non-New York City
Nassau,Nassau County MTA,2009,12.0,113.0,17.0,0.0,0.0,8.0,9.0,96.0,0.0,96.0,0.0,Non-New York City
Nassau,Nassau County Park PD,2009,12.0,91.0,8.0,0.0,1.0,1.0,6.0,83.0,0.0,81.0,2.0,Non-New York City
Nassau,Nassau County PD,2009,12.0,16825.0,1640.0,18.0,74.0,754.0,794.0,15185.0,1998.0,12066.0,1121.0,Non-New York City
Nassau,Nassau County State Police,2009,12.0,14.0,2.0,0.0,0.0,0.0,2.0,12.0,0.0,11.0,1.0,Non-New York City
Nassau,Old Brookville Vg PD,2009,12.0,78.0,0.0,0.0,0.0,0.0,0.0,78.0,12.0,66.0,0.0,Non-New York City
Nassau,Old Westbury Vg PD,2009,12.0,30.0,3.0,0.0,0.0,0.0,3.0,27.0,5.0,20.0,2.0,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2009,12.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,0.0,Non-New York City
Nassau,Port Washington Police District,2009,9.0,100.0,15.0,0.0,0.0,6.0,9.0,85.0,14.0,70.0,1.0,Non-New York City
Nassau,Rockville Centre Vg PD,2009,12.0,340.0,20.0,0.0,1.0,13.0,6.0,320.0,63.0,237.0,20.0,Non-New York City
Nassau,Sands Point Vg PD,2009,12.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,14.0,0.0,Non-New York City
Nassau,SUNY Police - Old Westbury,2009,12.0,91.0,3.0,0.0,0.0,1.0,2.0,88.0,13.0,75.0,0.0,Non-New York City
New York,County Total,2009,,52899.0,8710.0,59.0,191.0,3781.0,4679.0,44189.0,3612.0,39495.0,1082.0,New York City
Niagara,County Total,2009,,7173.0,847.0,9.0,48.0,237.0,553.0,6326.0,1628.0,4433.0,265.0,Non-New York City
Niagara,Lewiston Town PD,2009,12.0,179.0,2.0,0.0,0.0,0.0,2.0,177.0,25.0,144.0,8.0,Non-New York City
Niagara,Lockport City PD,2009,12.0,837.0,58.0,1.0,1.0,22.0,34.0,779.0,170.0,565.0,44.0,Non-New York City
Niagara,Middleport Vg PD,2009,12.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,23.0,1.0,Non-New York City
Niagara,Niagara County Park PD,2009,12.0,22.0,1.0,0.0,0.0,1.0,0.0,21.0,2.0,19.0,0.0,Non-New York City
Niagara,Niagara County Sheriff,2009,12.0,1333.0,96.0,2.0,12.0,22.0,60.0,1237.0,322.0,864.0,51.0,Non-New York City
Niagara,Niagara County State Police,2009,12.0,280.0,11.0,0.0,1.0,7.0,3.0,269.0,59.0,206.0,4.0,Non-New York City
Niagara,Niagara Falls City PD,2009,12.0,3422.0,609.0,6.0,29.0,167.0,407.0,2813.0,807.0,1877.0,129.0,Non-New York City
Niagara,Niagara Town PD,2009,12.0,402.0,19.0,0.0,0.0,4.0,15.0,383.0,47.0,326.0,10.0,Non-New York City
Niagara,North Tonawanda City PD,2009,12.0,661.0,51.0,0.0,5.0,14.0,32.0,610.0,189.0,403.0,18.0,Non-New York City
Niagara,Youngstown Vg PD,2009,12.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,0.0,Non-New York City
Oneida,Boonville Vg PD,2009,12.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,15.0,0.0,Non-New York City
Oneida,Camden Vg PD,2009,12.0,79.0,4.0,0.0,0.0,0.0,4.0,75.0,13.0,60.0,2.0,Non-New York City
Oneida,County Total,2009,,6565.0,644.0,8.0,43.0,178.0,415.0,5921.0,1091.0,4688.0,142.0,Non-New York City
Oneida,Kirkland Town PD,2009,12.0,108.0,1.0,0.0,0.0,0.0,1.0,107.0,18.0,85.0,4.0,Non-New York City
Oneida,New Hartford Town and Vg PD,2009,12.0,899.0,5.0,0.0,2.0,1.0,2.0,894.0,34.0,856.0,4.0,Non-New York City
Oneida,New York Mills Vg PD,2009,12.0,42.0,1.0,0.0,0.0,0.0,1.0,41.0,10.0,31.0,0.0,Non-New York City
Oneida,Oneida County Park PD,2009,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,Non-New York City
Oneida,Oneida County Sheriff,2009,12.0,490.0,17.0,1.0,4.0,3.0,9.0,473.0,96.0,360.0,17.0,Non-New York City
Oneida,Oneida County State Police,2009,12.0,795.0,83.0,2.0,16.0,7.0,58.0,712.0,206.0,501.0,5.0,Non-New York City
Oneida,Oriskany Vg PD,2009,12.0,27.0,1.0,0.0,0.0,1.0,0.0,26.0,6.0,20.0,0.0,Non-New York City
Oneida,Rome City PD,2009,12.0,730.0,30.0,0.0,3.0,14.0,13.0,700.0,157.0,516.0,27.0,Non-New York City
Oneida,Sherrill City PD,2009,12.0,24.0,1.0,0.0,0.0,0.0,1.0,23.0,5.0,18.0,0.0,Non-New York City
Oneida,SUNY Police - Polytechnic Institute,2009,12.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,26.0,0.0,Non-New York City
Oneida,Utica City PD,2009,12.0,3079.0,483.0,5.0,18.0,150.0,310.0,2596.0,509.0,2009.0,78.0,Non-New York City
Oneida,Vernon Vg PD,2009,12.0,18.0,1.0,0.0,0.0,0.0,1.0,17.0,3.0,14.0,0.0,Non-New York City
Oneida,Whitesboro Vg PD,2009,12.0,61.0,10.0,0.0,0.0,0.0,10.0,51.0,11.0,38.0,2.0,Non-New York City
Oneida,Whitestown Town PD,2009,12.0,99.0,2.0,0.0,0.0,1.0,1.0,97.0,11.0,85.0,1.0,Non-New York City
Oneida,Yorkville Vg PD,2009,12.0,63.0,5.0,0.0,0.0,1.0,4.0,58.0,8.0,48.0,2.0,Non-New York City
Onondaga,Baldwinsville Vg PD,2009,12.0,180.0,8.0,0.0,0.0,1.0,7.0,172.0,30.0,138.0,4.0,Non-New York City
Onondaga,Camillus Town and Vg PD,2009,12.0,315.0,10.0,0.0,0.0,3.0,7.0,305.0,42.0,257.0,6.0,Non-New York City
Onondaga,Cicero Town PD,2009,12.0,579.0,18.0,0.0,0.0,5.0,13.0,561.0,68.0,478.0,15.0,Non-New York City
Onondaga,County Total,2009,,13397.0,1675.0,20.0,99.0,499.0,1057.0,11722.0,3020.0,8214.0,488.0,Non-New York City
Onondaga,DeWitt Town PD,2009,12.0,613.0,25.0,0.0,1.0,11.0,13.0,588.0,73.0,497.0,18.0,Non-New York City
Onondaga,East Syracuse Vg PD,2009,12.0,177.0,3.0,0.0,0.0,0.0,3.0,174.0,23.0,144.0,7.0,Non-New York City
Onondaga,Geddes Town PD,2009,12.0,201.0,3.0,0.0,0.0,2.0,1.0,198.0,28.0,159.0,11.0,Non-New York City
Onondaga,Liverpool Vg PD,2009,12.0,53.0,4.0,0.0,0.0,1.0,3.0,49.0,6.0,43.0,0.0,Non-New York City
Onondaga,Manlius Town PD,2009,12.0,505.0,24.0,0.0,4.0,7.0,13.0,481.0,64.0,411.0,6.0,Non-New York City
Onondaga,Marcellus Vg PD,2009,12.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,12.0,0.0,Non-New York City
Onondaga,North Syracuse Vg PD,2009,12.0,67.0,6.0,0.0,0.0,1.0,5.0,61.0,10.0,50.0,1.0,Non-New York City
Onondaga,Onondaga County Park PD,2009,12.0,14.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,13.0,0.0,Non-New York City
Onondaga,Onondaga County Park Rangers,2009,12.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,30.0,0.0,Non-New York City
Onondaga,Onondaga County Sheriff,2009,12.0,2572.0,189.0,1.0,17.0,57.0,114.0,2383.0,531.0,1790.0,62.0,Non-New York City
Onondaga,Onondaga County State Police,2009,12.0,594.0,24.0,1.0,6.0,4.0,13.0,570.0,138.0,421.0,11.0,Non-New York City
Onondaga,Skaneateles Vg PD,2009,12.0,10.0,2.0,0.0,0.0,0.0,2.0,8.0,1.0,7.0,0.0,Non-New York City
Onondaga,Solvay Vg PD,2009,12.0,216.0,13.0,0.0,1.0,4.0,8.0,203.0,54.0,141.0,8.0,Non-New York City
Onondaga,SUNY Police - Environmental Science,2009,12.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,13.0,0.0,Non-New York City
Onondaga,SUNY Police - Upstate Medical,2009,12.0,120.0,2.0,0.0,0.0,0.0,2.0,118.0,2.0,115.0,1.0,Non-New York City
Onondaga,Syracuse City PD,2009,12.0,7122.0,1343.0,18.0,70.0,403.0,852.0,5779.0,1946.0,3495.0,338.0,Non-New York City
Ontario,Canandaigua City PD,2009,12.0,327.0,34.0,0.0,6.0,5.0,23.0,293.0,30.0,256.0,7.0,Non-New York City
Ontario,Clifton Springs Vg PD,2009,12.0,23.0,1.0,0.0,1.0,0.0,0.0,22.0,1.0,21.0,0.0,Non-New York City
Ontario,County Total,2009,,1870.0,139.0,4.0,23.0,33.0,79.0,1731.0,300.0,1397.0,34.0,Non-New York City
Ontario,Geneva City PD,2009,12.0,372.0,43.0,2.0,1.0,20.0,20.0,329.0,69.0,256.0,4.0,Non-New York City
Ontario,Manchester Vg PD,2009,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Ontario,Ontario County Sheriff,2009,12.0,941.0,44.0,2.0,12.0,5.0,25.0,897.0,165.0,711.0,21.0,Non-New York City
Ontario,Ontario County State Police,2009,12.0,202.0,17.0,0.0,3.0,3.0,11.0,185.0,35.0,148.0,2.0,Non-New York City
Ontario,Phelps Vg PD,2009,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
Ontario,Shortsville Vg PD,2009,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Orange,Blooming Grove Town PD,2009,12.0,101.0,6.0,0.0,0.0,0.0,6.0,95.0,22.0,67.0,6.0,Non-New York City
Orange,Chester Town PD,2009,12.0,22.0,3.0,0.0,0.0,0.0,3.0,19.0,3.0,16.0,0.0,Non-New York City
Orange,Chester Vg PD,2009,12.0,158.0,5.0,0.0,1.0,1.0,3.0,153.0,4.0,148.0,1.0,Non-New York City
Orange,Cornwall-on-Hudson Vg PD,2009,8.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,22.0,1.0,Non-New York City
Orange,Cornwall Town PD,2009,12.0,70.0,0.0,0.0,0.0,0.0,0.0,70.0,8.0,62.0,0.0,Non-New York City
Orange,County Total,2009,,8766.0,942.0,9.0,46.0,321.0,566.0,7824.0,1097.0,6464.0,263.0,Non-New York City
Orange,Crawford Town PD,2009,12.0,95.0,2.0,0.0,0.0,1.0,1.0,93.0,7.0,84.0,2.0,Non-New York City
Orange,Deerpark Town PD,2009,12.0,62.0,2.0,0.0,0.0,1.0,1.0,60.0,13.0,45.0,2.0,Non-New York City
Orange,Florida Vg PD,2009,12.0,28.0,4.0,0.0,0.0,0.0,4.0,24.0,3.0,20.0,1.0,Non-New York City
Orange,Goshen Town PD,2009,12.0,89.0,3.0,0.0,0.0,0.0,3.0,86.0,16.0,66.0,4.0,Non-New York City
Orange,Goshen Vg PD,2009,12.0,92.0,8.0,0.0,0.0,1.0,7.0,84.0,13.0,70.0,1.0,Non-New York City
Orange,Greenwood Lake Vg PD,2009,12.0,41.0,4.0,0.0,0.0,0.0,4.0,37.0,6.0,28.0,3.0,Non-New York City
Orange,Harriman Vg PD,2009,12.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,11.0,0.0,Non-New York City
Orange,Highland Falls Vg PD,2009,12.0,27.0,5.0,0.0,0.0,2.0,3.0,22.0,5.0,17.0,0.0,Non-New York City
Orange,Highlands Town PD,2009,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,1.0,Non-New York City
Orange,Maybrook Vg PD,2009,12.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,10.0,23.0,1.0,Non-New York City
Orange,Middletown City PD,2009,12.0,1179.0,155.0,1.0,8.0,57.0,89.0,1024.0,204.0,794.0,26.0,Non-New York City
Orange,Monroe Vg PD,2009,12.0,255.0,24.0,0.0,0.0,2.0,22.0,231.0,22.0,203.0,6.0,Non-New York City
Orange,Montgomery Vg PD,2009,12.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,Non-New York City
Orange,Mount Hope Town PD,2009,12.0,38.0,3.0,0.0,0.0,0.0,3.0,35.0,11.0,21.0,3.0,Non-New York City
Orange,Newburgh City PD,2009,12.0,1530.0,465.0,4.0,8.0,187.0,266.0,1065.0,316.0,661.0,88.0,Non-New York City
Orange,Newburgh Town PD,2009,12.0,1204.0,41.0,3.0,4.0,14.0,20.0,1163.0,101.0,1033.0,29.0,Non-New York City
Orange,New Windsor Town PD,2009,12.0,544.0,29.0,0.0,5.0,6.0,18.0,515.0,63.0,436.0,16.0,Non-New York City
Orange,Orange County MTA,2009,12.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,Non-New York City
Orange,Orange County Park PD,2009,12.0,5.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,Non-New York City
Orange,Orange County Sheriff,2009,12.0,38.0,12.0,0.0,0.0,1.0,11.0,26.0,2.0,22.0,2.0,Non-New York City
Orange,Orange County State Police,2009,12.0,918.0,58.0,1.0,9.0,7.0,41.0,860.0,86.0,761.0,13.0,Non-New York City
Orange,Port Jervis City PD,2009,12.0,321.0,30.0,0.0,3.0,8.0,19.0,291.0,57.0,228.0,6.0,Non-New York City
Orange,Tuxedo Town PD,2009,12.0,4.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,Non-New York City
Orange,Walden Vg PD,2009,12.0,122.0,27.0,0.0,5.0,2.0,20.0,95.0,11.0,78.0,6.0,Non-New York City
Orange,Wallkill Town PD,2009,12.0,976.0,34.0,0.0,2.0,22.0,10.0,942.0,55.0,856.0,31.0,Non-New York City
Orange,Warwick Town PD,2009,12.0,187.0,6.0,0.0,0.0,2.0,4.0,181.0,33.0,147.0,1.0,Non-New York City
Orange,Washingtonville Vg PD,2009,12.0,116.0,6.0,0.0,0.0,4.0,2.0,110.0,2.0,106.0,2.0,Non-New York City
Orange,Woodbury Town PD,2009,12.0,440.0,6.0,0.0,1.0,3.0,2.0,434.0,16.0,408.0,10.0,Non-New York City
Orleans,Albion Vg PD,2009,12.0,449.0,29.0,0.0,2.0,5.0,22.0,420.0,96.0,306.0,18.0,Non-New York City
Orleans,County Total,2009,,1266.0,71.0,0.0,14.0,9.0,48.0,1195.0,319.0,835.0,41.0,Non-New York City
Orleans,Holley Vg PD,2009,12.0,50.0,1.0,0.0,1.0,0.0,0.0,49.0,5.0,43.0,1.0,Non-New York City
Orleans,Medina Vg PD,2009,12.0,272.0,14.0,0.0,3.0,3.0,8.0,258.0,82.0,171.0,5.0,Non-New York City
Orleans,Orleans County Park PD,2009,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Orleans,Orleans County Sheriff,2009,12.0,423.0,19.0,0.0,3.0,1.0,15.0,404.0,120.0,271.0,13.0,Non-New York City
Orleans,Orleans County State Police,2009,12.0,70.0,8.0,0.0,5.0,0.0,3.0,62.0,16.0,42.0,4.0,Non-New York City
Oswego,Central Square Vg PD,2009,12.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,22.0,0.0,Non-New York City
Oswego,County Total,2009,,2789.0,176.0,1.0,31.0,26.0,118.0,2613.0,655.0,1880.0,78.0,Non-New York City
Oswego,Fulton City PD,2009,12.0,528.0,17.0,0.0,2.0,3.0,12.0,511.0,75.0,426.0,10.0,Non-New York City
Oswego,Oswego City PD,2009,12.0,554.0,60.0,0.0,4.0,13.0,43.0,494.0,95.0,386.0,13.0,Non-New York City
Oswego,Oswego County Park PD,2009,12.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,Non-New York City
Oswego,Oswego County Sheriff,2009,12.0,511.0,47.0,0.0,10.0,4.0,33.0,464.0,125.0,317.0,22.0,Non-New York City
Oswego,Oswego County State Police,2009,12.0,947.0,45.0,1.0,15.0,4.0,25.0,902.0,293.0,581.0,28.0,Non-New York City
Oswego,Phoenix Vg PD,2009,12.0,30.0,1.0,0.0,0.0,0.0,1.0,29.0,6.0,20.0,3.0,Non-New York City
Oswego,Pulaski Vg PD,2009,12.0,56.0,6.0,0.0,0.0,2.0,4.0,50.0,10.0,38.0,2.0,Non-New York City
Oswego,SUNY Police - Oswego,2009,12.0,133.0,0.0,0.0,0.0,0.0,0.0,133.0,47.0,86.0,0.0,Non-New York City
Otsego,Cooperstown Vg PD,2009,12.0,44.0,1.0,0.0,1.0,0.0,0.0,43.0,7.0,36.0,0.0,Non-New York City
Otsego,County Total,2009,,1201.0,140.0,0.0,18.0,18.0,104.0,1061.0,324.0,719.0,18.0,Non-New York City
Otsego,Oneonta City PD,2009,12.0,397.0,63.0,0.0,4.0,5.0,54.0,334.0,104.0,226.0,4.0,Non-New York City
Otsego,Otsego County Park PD,2009,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Otsego,Otsego County Sheriff,2009,12.0,205.0,28.0,0.0,1.0,2.0,25.0,177.0,79.0,92.0,6.0,Non-New York City
Otsego,Otsego County State Police,2009,12.0,486.0,47.0,0.0,12.0,10.0,25.0,439.0,120.0,311.0,8.0,Non-New York City
Otsego,SUNY Police - Oneonta,2009,12.0,67.0,1.0,0.0,0.0,1.0,0.0,66.0,14.0,52.0,0.0,Non-New York City
Putnam,Brewster Vg PD,2009,12.0,23.0,7.0,0.0,0.0,0.0,7.0,16.0,6.0,7.0,3.0,Non-New York City
Putnam,Carmel Town PD,2009,12.0,306.0,17.0,0.0,0.0,2.0,15.0,289.0,46.0,229.0,14.0,Non-New York City
Putnam,County Total,2009,,963.0,85.0,0.0,6.0,15.0,64.0,878.0,187.0,655.0,36.0,Non-New York City
Putnam,Kent Town PD,2009,12.0,92.0,4.0,0.0,1.0,1.0,2.0,88.0,21.0,66.0,1.0,Non-New York City
Putnam,Putnam County MTA,2009,12.0,9.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,8.0,0.0,Non-New York City
Putnam,Putnam County Park PD,2009,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Putnam,Putnam County Sheriff,2009,12.0,353.0,35.0,0.0,2.0,8.0,25.0,318.0,74.0,233.0,11.0,Non-New York City
Putnam,Putnam County State Police,2009,12.0,179.0,21.0,0.0,3.0,4.0,14.0,158.0,40.0,111.0,7.0,Non-New York City
Queens,County Total,2009,,38925.0,9299.0,82.0,192.0,3997.0,5028.0,29626.0,4714.0,21612.0,3300.0,New York City
Rensselaer,County Total,2009,,4809.0,513.0,3.0,29.0,188.0,293.0,4296.0,988.0,3128.0,180.0,Non-New York City
Rensselaer,East Greenbush Town PD,2009,12.0,440.0,35.0,0.0,1.0,8.0,26.0,405.0,35.0,355.0,15.0,Non-New York City
Rensselaer,Hoosick Falls Vg PD,2009,11.0,62.0,6.0,0.0,0.0,2.0,4.0,56.0,17.0,36.0,3.0,Non-New York City
Rensselaer,Nassau Vg PD,2009,12.0,15.0,3.0,0.0,0.0,0.0,3.0,12.0,1.0,11.0,0.0,Non-New York City
Rensselaer,North Greenbush Town PD,2009,12.0,252.0,10.0,0.0,0.0,3.0,7.0,242.0,34.0,203.0,5.0,Non-New York City
Rensselaer,Rensselaer City PD,2009,12.0,264.0,20.0,0.0,4.0,7.0,9.0,244.0,54.0,176.0,14.0,Non-New York City
Rensselaer,Rensselaer County Park PD,2009,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
Rensselaer,Rensselaer County Sheriff,2009,12.0,326.0,32.0,0.0,0.0,0.0,32.0,294.0,89.0,199.0,6.0,Non-New York City
Rensselaer,Rensselaer County State Police,2009,12.0,551.0,42.0,0.0,6.0,10.0,26.0,509.0,122.0,373.0,14.0,Non-New York City
Rensselaer,Rensselaer Poly Tech Police,2009,12.0,108.0,4.0,0.0,0.0,3.0,1.0,104.0,1.0,103.0,0.0,Non-New York City
Rensselaer,Schodack Town PD,2009,12.0,98.0,11.0,0.0,1.0,0.0,10.0,87.0,27.0,57.0,3.0,Non-New York City
Rensselaer,Troy City PD,2009,12.0,2690.0,350.0,3.0,17.0,155.0,175.0,2340.0,608.0,1612.0,120.0,Non-New York City
Richmond,County Total,2009,,6962.0,1303.0,16.0,33.0,395.0,859.0,5659.0,629.0,4602.0,428.0,New York City
Rockland,Clarkstown Town PD,2009,12.0,1991.0,92.0,1.0,3.0,25.0,63.0,1899.0,137.0,1710.0,52.0,Non-New York City
Rockland,County Total,2009,,4988.0,473.0,2.0,18.0,149.0,304.0,4515.0,498.0,3864.0,153.0,Non-New York City
Rockland,Haverstraw Town PD,2009,12.0,577.0,67.0,0.0,4.0,32.0,31.0,510.0,89.0,407.0,14.0,Non-New York City
Rockland,Orangetown Town PD,2009,12.0,618.0,38.0,0.0,0.0,13.0,25.0,580.0,48.0,511.0,21.0,Non-New York City
Rockland,Piermont Vg PD,2009,12.0,42.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,38.0,1.0,Non-New York City
Rockland,Ramapo Town PD,2009,12.0,732.0,63.0,1.0,4.0,13.0,45.0,669.0,94.0,542.0,33.0,Non-New York City
Rockland,Rockland County Park PD,2009,12.0,19.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0,18.0,0.0,Non-New York City
Rockland,Rockland County Sheriff,2009,12.0,55.0,9.0,0.0,0.0,1.0,8.0,46.0,2.0,43.0,1.0,Non-New York City
Rockland,Rockland County State Police,2009,12.0,32.0,7.0,0.0,1.0,0.0,6.0,25.0,1.0,23.0,1.0,Non-New York City
Rockland,South Nyack-Grand View PD,2009,12.0,54.0,8.0,0.0,1.0,1.0,6.0,46.0,9.0,36.0,1.0,Non-New York City
Rockland,Spring Valley Vg PD,2009,12.0,634.0,169.0,0.0,5.0,57.0,107.0,465.0,80.0,363.0,22.0,Non-New York City
Rockland,Stony Point Town PD,2009,12.0,154.0,9.0,0.0,0.0,0.0,9.0,145.0,25.0,118.0,2.0,Non-New York City
Rockland,Suffern Vg PD,2009,12.0,80.0,10.0,0.0,0.0,7.0,3.0,70.0,10.0,55.0,5.0,Non-New York City
Saratoga,Ballston Spa Vg PD,2009,12.0,137.0,4.0,0.0,0.0,0.0,4.0,133.0,22.0,103.0,8.0,Non-New York City
Saratoga,County Total,2009,,2923.0,173.0,1.0,24.0,37.0,111.0,2750.0,473.0,2214.0,63.0,Non-New York City
Saratoga,Mechanicville City PD,2009,12.0,109.0,8.0,0.0,2.0,3.0,3.0,101.0,23.0,75.0,3.0,Non-New York City
Saratoga,Saratoga County Park PD,2009,12.0,45.0,7.0,0.0,0.0,2.0,5.0,38.0,1.0,37.0,0.0,Non-New York City
Saratoga,Saratoga County Sheriff,2009,12.0,1254.0,40.0,0.0,5.0,10.0,25.0,1214.0,209.0,980.0,25.0,Non-New York City
Saratoga,Saratoga County State Police,2009,12.0,549.0,75.0,1.0,13.0,11.0,50.0,474.0,98.0,365.0,11.0,Non-New York City
Saratoga,Saratoga Springs City PD,2009,12.0,601.0,22.0,0.0,1.0,9.0,12.0,579.0,81.0,485.0,13.0,Non-New York City
Saratoga,South Glens Falls Vg PD,2009,12.0,114.0,12.0,0.0,1.0,0.0,11.0,102.0,31.0,70.0,1.0,Non-New York City
Saratoga,Stillwater Town PD,2009,12.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,19.0,0.0,Non-New York City
Saratoga,Waterford Town and Vg PD,2009,12.0,92.0,5.0,0.0,2.0,2.0,1.0,87.0,5.0,80.0,2.0,Non-New York City
Schenectady,County Total,2009,,5830.0,652.0,7.0,41.0,258.0,346.0,5178.0,1019.0,3901.0,258.0,Non-New York City
Schenectady,Glenville Town PD,2009,12.0,336.0,5.0,0.0,3.0,0.0,2.0,331.0,43.0,279.0,9.0,Non-New York City
Schenectady,Niskayuna Town PD,2009,12.0,427.0,17.0,0.0,1.0,7.0,9.0,410.0,29.0,377.0,4.0,Non-New York City
Schenectady,Rotterdam Town PD,2009,12.0,851.0,22.0,0.0,4.0,4.0,14.0,829.0,95.0,710.0,24.0,Non-New York City
Schenectady,Schenectady City PD,2009,12.0,3928.0,592.0,7.0,31.0,243.0,311.0,3336.0,822.0,2299.0,215.0,Non-New York City
Schenectady,Schenectady County Sheriff,2009,12.0,19.0,2.0,0.0,0.0,1.0,1.0,17.0,1.0,16.0,0.0,Non-New York City
Schenectady,Schenectady County State Police,2009,12.0,58.0,3.0,0.0,1.0,0.0,2.0,55.0,7.0,47.0,1.0,Non-New York City
Schenectady,Scotia Vg PD,2009,12.0,211.0,11.0,0.0,1.0,3.0,7.0,200.0,22.0,173.0,5.0,Non-New York City
Schoharie,Cobleskill Vg PD,2009,12.0,225.0,2.0,0.0,0.0,1.0,1.0,223.0,30.0,192.0,1.0,Non-New York City
Schoharie,County Total,2009,,572.0,27.0,1.0,4.0,4.0,18.0,545.0,145.0,391.0,9.0,Non-New York City
Schoharie,Schoharie County Park PD,2009,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Schoharie,Schoharie County Sheriff,2009,12.0,86.0,5.0,0.0,1.0,1.0,3.0,81.0,30.0,44.0,7.0,Non-New York City
Schoharie,Schoharie County State Police,2009,12.0,144.0,17.0,1.0,2.0,2.0,12.0,127.0,49.0,77.0,1.0,Non-New York City
Schoharie,Schoharie Vg PD,2009,12.0,25.0,1.0,0.0,1.0,0.0,0.0,24.0,6.0,18.0,0.0,Non-New York City
Schoharie,SUNY Police - Cobleskill,2009,12.0,91.0,2.0,0.0,0.0,0.0,2.0,89.0,30.0,59.0,0.0,Non-New York City
Schuyler,County Total,2009,,174.0,18.0,0.0,4.0,1.0,13.0,156.0,38.0,113.0,5.0,Non-New York City
Schuyler,Schuyler County Park PD,2009,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Schuyler,Schuyler County Sheriff,2009,12.0,45.0,9.0,0.0,0.0,1.0,8.0,36.0,15.0,20.0,1.0,Non-New York City
Schuyler,Schuyler County State Police,2009,12.0,46.0,7.0,0.0,2.0,0.0,5.0,39.0,9.0,28.0,2.0,Non-New York City
