County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Albany,Albany City PD,2021,12.0,3837.0,945.0,24.0,60.0,179.0,682.0,2892.0,368.0,2170.0,354.0,Non-New York City
Albany,Albany County Sheriff,2021,12.0,73.0,18.0,0.0,0.0,1.0,17.0,55.0,9.0,41.0,5.0,Non-New York City
Albany,Albany County State Police,2021,12.0,125.0,43.0,0.0,27.0,1.0,15.0,82.0,7.0,66.0,9.0,Non-New York City
Albany,Altamont Vg PD,2021,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
Albany,Bethlehem Town PD,2021,12.0,329.0,22.0,1.0,5.0,4.0,12.0,307.0,27.0,269.0,11.0,Non-New York City
Albany,Coeymans Town PD,2021,12.0,26.0,2.0,0.0,0.0,0.0,2.0,24.0,7.0,16.0,1.0,Non-New York City
Albany,Cohoes City PD,2021,12.0,146.0,18.0,0.0,2.0,3.0,13.0,128.0,21.0,96.0,11.0,Non-New York City
Albany,Colonie Town PD,2021,12.0,2316.0,83.0,2.0,4.0,21.0,56.0,2233.0,166.0,1984.0,83.0,Non-New York City
Albany,County Total,2021,,7880.0,1197.0,27.0,108.0,215.0,847.0,6683.0,664.0,5518.0,501.0,Non-New York City
Albany,Guilderland Town PD,2021,12.0,747.0,29.0,0.0,6.0,3.0,20.0,718.0,36.0,673.0,9.0,Non-New York City
Albany,Menands Vg PD,2021,12.0,107.0,6.0,0.0,0.0,1.0,5.0,101.0,5.0,87.0,9.0,Non-New York City
Albany,SUNY Police - Albany,2021,7.0,12.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,10.0,1.0,Non-New York City
Albany,Watervliet City PD,2021,12.0,159.0,30.0,0.0,4.0,2.0,24.0,129.0,18.0,103.0,8.0,Non-New York City
Allegany,Alfred Vg PD,2021,12.0,20.0,6.0,0.0,3.0,0.0,3.0,14.0,3.0,11.0,0.0,Non-New York City
Allegany,Allegany County Sheriff,2021,12.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Non-New York City
Allegany,Allegany County State Police,2021,12.0,225.0,50.0,1.0,32.0,2.0,15.0,175.0,38.0,116.0,21.0,Non-New York City
Allegany,Angelica Vg PD,2021,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Allegany,Belmont Vg PD,2021,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Allegany,Bolivar Vg PD,2021,10.0,6.0,2.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,Non-New York City
Allegany,County Total,2021,,385.0,91.0,1.0,42.0,2.0,46.0,294.0,56.0,207.0,31.0,Non-New York City
Allegany,Cuba Town PD,2021,12.0,26.0,4.0,0.0,1.0,0.0,3.0,22.0,2.0,20.0,0.0,Non-New York City
Allegany,Friendship Town PD,2021,12.0,5.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,Non-New York City
Allegany,Independence Town PD,2021,12.0,6.0,4.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,Non-New York City
Allegany,SUNY Police - Alfred,2021,12.0,16.0,1.0,0.0,1.0,0.0,0.0,15.0,1.0,14.0,0.0,Non-New York City
Allegany,Wellsville Vg PD,2021,12.0,73.0,18.0,0.0,4.0,0.0,14.0,55.0,8.0,37.0,10.0,Non-New York City
Bronx,County Total,2021,12.0,38311.0,14819.0,148.0,619.0,4048.0,10004.0,23492.0,1925.0,18432.0,3135.0,New York City
Broome,Binghamton City PD,2021,12.0,1876.0,360.0,3.0,38.0,53.0,266.0,1516.0,321.0,1089.0,106.0,Non-New York City
Broome,Broome County Park PD,2021,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,Non-New York City
Broome,Broome County Sheriff,2021,12.0,549.0,55.0,0.0,25.0,3.0,27.0,494.0,59.0,409.0,26.0,Non-New York City
Broome,Broome County State Police,2021,12.0,412.0,70.0,1.0,38.0,5.0,26.0,342.0,73.0,250.0,19.0,Non-New York City
Broome,County Total,2021,,4647.0,651.0,5.0,132.0,84.0,430.0,3996.0,631.0,3182.0,183.0,Non-New York City
Broome,Endicott Vg PD,2021,12.0,393.0,69.0,0.0,8.0,8.0,53.0,324.0,64.0,256.0,4.0,Non-New York City
Broome,Johnson City Vg PD,2021,12.0,731.0,67.0,1.0,12.0,14.0,40.0,664.0,75.0,572.0,17.0,Non-New York City
Broome,Port Dickinson Vg PD,2021,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Broome,SUNY Police - Binghamton,2021,12.0,102.0,4.0,0.0,3.0,0.0,1.0,98.0,5.0,92.0,1.0,Non-New York City
Broome,Vestal Town PD,2021,12.0,577.0,26.0,0.0,8.0,1.0,17.0,551.0,34.0,507.0,10.0,Non-New York City
Cattaraugus,Allegany Vg PD,2021,12.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,11.0,1.0,Non-New York City
Cattaraugus,Cattaraugus County Park PD,2021,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,11.0,0.0,Non-New York City
Cattaraugus,Cattaraugus County Sheriff,2021,12.0,259.0,44.0,0.0,13.0,3.0,28.0,215.0,40.0,156.0,19.0,Non-New York City
Cattaraugus,Cattaraugus County State Police,2021,12.0,260.0,23.0,0.0,9.0,0.0,14.0,237.0,39.0,179.0,19.0,Non-New York City
Cattaraugus,County Total,2021,,1061.0,150.0,1.0,30.0,10.0,109.0,911.0,129.0,714.0,68.0,Non-New York City
Cattaraugus,Ellicottville Town PD,2021,12.0,13.0,1.0,0.0,0.0,0.0,1.0,12.0,2.0,9.0,1.0,Non-New York City
Cattaraugus,Franklinville Vg PD,2021,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,Non-New York City
Cattaraugus,Olean City PD,2021,12.0,411.0,51.0,1.0,2.0,2.0,46.0,360.0,34.0,303.0,23.0,Non-New York City
Cattaraugus,Portville Vg PD,2021,12.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,1.0,Non-New York City
Cattaraugus,Salamanca City PD,2021,12.0,81.0,31.0,0.0,6.0,5.0,20.0,50.0,9.0,37.0,4.0,Non-New York City
Cayuga,Auburn City PD,2021,12.0,672.0,73.0,1.0,28.0,7.0,37.0,599.0,65.0,503.0,31.0,Non-New York City
Cayuga,Cayuga County Park PD,2021,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Non-New York City
Cayuga,Cayuga County Sheriff,2021,12.0,146.0,32.0,3.0,9.0,3.0,17.0,114.0,21.0,85.0,8.0,Non-New York City
Cayuga,Cayuga County State Police,2021,12.0,178.0,53.0,0.0,23.0,2.0,28.0,125.0,28.0,89.0,8.0,Non-New York City
Cayuga,County Total,2021,,1018.0,158.0,4.0,60.0,12.0,82.0,860.0,116.0,696.0,48.0,Non-New York City
Cayuga,Moravia Vg PD,2021,12.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,Non-New York City
Cayuga,Port Byron Vg PD,2021,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Cayuga,Weedsport Vg PD,2021,12.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,1.0,Non-New York City
Chautauqua,Carroll Town PD,2021,12.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,10.0,1.0,Non-New York City
Chautauqua,Chautauqua County Park PD,2021,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Chautauqua,Chautauqua County Sheriff,2021,12.0,379.0,64.0,1.0,28.0,3.0,32.0,315.0,83.0,209.0,23.0,Non-New York City
Chautauqua,Chautauqua County State Police,2021,12.0,162.0,20.0,1.0,8.0,1.0,10.0,142.0,26.0,110.0,6.0,Non-New York City
Chautauqua,County Total,2021,,2566.0,365.0,4.0,70.0,54.0,237.0,2201.0,486.0,1618.0,97.0,Non-New York City
Chautauqua,Dunkirk City PD,2021,12.0,220.0,27.0,0.0,0.0,8.0,19.0,193.0,37.0,148.0,8.0,Non-New York City
Chautauqua,Ellicott Town PD,2021,12.0,169.0,4.0,0.0,0.0,1.0,3.0,165.0,18.0,139.0,8.0,Non-New York City
Chautauqua,Fredonia Vg PD,2021,12.0,209.0,6.0,0.0,0.0,2.0,4.0,203.0,22.0,178.0,3.0,Non-New York City
Chautauqua,Jamestown City PD,2021,12.0,1060.0,237.0,2.0,30.0,38.0,167.0,823.0,233.0,547.0,43.0,Non-New York City
Chautauqua,Lakewood-Busti PD,2021,12.0,321.0,4.0,0.0,3.0,1.0,0.0,317.0,61.0,252.0,4.0,Non-New York City
Chautauqua,SUNY Police - Fredonia,2021,12.0,11.0,1.0,0.0,1.0,0.0,0.0,10.0,1.0,9.0,0.0,Non-New York City
Chautauqua,Westfield Vg PD,2021,12.0,20.0,2.0,0.0,0.0,0.0,2.0,18.0,2.0,15.0,1.0,Non-New York City
Chemung,Chemung County Sheriff,2021,12.0,106.0,16.0,0.0,1.0,2.0,13.0,90.0,21.0,65.0,4.0,Non-New York City
Chemung,Chemung County State Police,2021,12.0,261.0,64.0,0.0,23.0,1.0,40.0,197.0,27.0,154.0,16.0,Non-New York City
Chemung,County Total,2021,,1334.0,152.0,7.0,24.0,19.0,102.0,1182.0,136.0,986.0,60.0,Non-New York City
Chemung,Elmira City PD,2021,12.0,796.0,66.0,7.0,0.0,16.0,43.0,730.0,79.0,620.0,31.0,Non-New York City
Chemung,Elmira Heights Vg PD,2021,12.0,51.0,0.0,0.0,0.0,0.0,0.0,51.0,5.0,41.0,5.0,Non-New York City
Chemung,Elmira Town PD,2021,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,Non-New York City
Chemung,Horseheads Vg PD,2021,12.0,114.0,6.0,0.0,0.0,0.0,6.0,108.0,4.0,100.0,4.0,Non-New York City
Chenango,Chenango County Park PD,2021,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Chenango,Chenango County Sheriff,2021,7.0,177.0,16.0,0.0,9.0,0.0,7.0,161.0,26.0,131.0,4.0,Non-New York City
Chenango,Chenango County State Police,2021,12.0,189.0,40.0,0.0,27.0,0.0,13.0,149.0,39.0,93.0,17.0,Non-New York City
Chenango,County Total,2021,,609.0,91.0,0.0,55.0,4.0,32.0,518.0,96.0,396.0,26.0,Non-New York City
Chenango,New Berlin Town PD,2021,12.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,0.0,Non-New York City
Chenango,Norwich City PD,2021,10.0,224.0,35.0,0.0,19.0,4.0,12.0,189.0,27.0,159.0,3.0,Non-New York City
Chenango,Oxford Vg PD,2021,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,Non-New York City
Chenango,Sherburne Vg PD,2021,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,Non-New York City
Clinton,Clinton County Sheriff,2021,12.0,23.0,5.0,0.0,0.0,1.0,4.0,18.0,3.0,14.0,1.0,Non-New York City
Clinton,Clinton County State Police,2021,12.0,644.0,83.0,1.0,44.0,0.0,38.0,561.0,76.0,467.0,18.0,Non-New York City
Clinton,County Total,2021,,884.0,106.0,1.0,49.0,1.0,55.0,778.0,104.0,645.0,29.0,Non-New York City
Clinton,Plattsburgh City PD,2021,12.0,197.0,18.0,0.0,5.0,0.0,13.0,179.0,25.0,145.0,9.0,Non-New York City
Clinton,SUNY Police - Plattsburgh,2021,12.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.0,1.0,Non-New York City
Columbia,Columbia County Park PD,2021,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
Columbia,Columbia County Sheriff,2021,12.0,280.0,24.0,0.0,8.0,2.0,14.0,256.0,27.0,215.0,14.0,Non-New York City
Columbia,Columbia County State Police,2021,12.0,190.0,35.0,1.0,18.0,3.0,13.0,155.0,34.0,112.0,9.0,Non-New York City
Columbia,County Total,2021,,592.0,81.0,1.0,29.0,7.0,44.0,511.0,70.0,415.0,26.0,Non-New York City
Columbia,Greenport Town PD,2021,8.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,Non-New York City
Columbia,Hudson City PD,2021,12.0,98.0,22.0,0.0,3.0,2.0,17.0,76.0,9.0,64.0,3.0,Non-New York City
Cortland,Cortland City PD,2021,12.0,537.0,44.0,1.0,7.0,6.0,30.0,493.0,60.0,415.0,18.0,Non-New York City
Cortland,Cortland County Sheriff,2021,6.0,92.0,3.0,0.0,2.0,0.0,1.0,89.0,11.0,75.0,3.0,Non-New York City
Cortland,Cortland County State Police,2021,12.0,107.0,12.0,0.0,7.0,0.0,5.0,95.0,10.0,81.0,4.0,Non-New York City
Cortland,County Total,2021,,752.0,60.0,1.0,17.0,6.0,36.0,692.0,82.0,585.0,25.0,Non-New York City
Cortland,SUNY Police - Cortland,2021,12.0,16.0,1.0,0.0,1.0,0.0,0.0,15.0,1.0,14.0,0.0,Non-New York City
Delaware,Colchester Town PD,2021,12.0,11.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,7.0,1.0,Non-New York City
Delaware,County Total,2021,,469.0,68.0,0.0,25.0,5.0,38.0,401.0,117.0,267.0,17.0,Non-New York City
Delaware,Delaware County Sheriff,2021,12.0,116.0,12.0,0.0,6.0,1.0,5.0,104.0,36.0,65.0,3.0,Non-New York City
Delaware,Delaware County State Police,2021,12.0,182.0,36.0,0.0,16.0,1.0,19.0,146.0,53.0,87.0,6.0,Non-New York City
Delaware,Delhi Vg PD,2021,12.0,39.0,8.0,0.0,1.0,0.0,7.0,31.0,6.0,22.0,3.0,Non-New York City
Delaware,Hancock Vg PD,2021,12.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Non-New York City
Delaware,Sidney Vg PD,2021,12.0,105.0,10.0,0.0,1.0,3.0,6.0,95.0,19.0,73.0,3.0,Non-New York City
Delaware,SUNY Police - Delhi,2021,12.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,13.0,1.0,Non-New York City
Dutchess,Beacon City PD,2021,12.0,81.0,15.0,0.0,0.0,3.0,12.0,66.0,6.0,57.0,3.0,Non-New York City
Dutchess,County Total,2021,,3302.0,543.0,4.0,107.0,66.0,366.0,2759.0,227.0,2351.0,181.0,Non-New York City
Dutchess,Dutchess County MTA,2021,12.0,9.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,8.0,0.0,Non-New York City
Dutchess,Dutchess County Park PD,2021,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,Non-New York City
Dutchess,Dutchess County Sheriff,2021,12.0,394.0,53.0,1.0,26.0,0.0,26.0,341.0,31.0,282.0,28.0,Non-New York City
Dutchess,Dutchess County State Police,2021,12.0,597.0,146.0,1.0,41.0,7.0,97.0,451.0,27.0,393.0,31.0,Non-New York City
Dutchess,East Fishkill Town PD,2021,12.0,149.0,10.0,0.0,2.0,0.0,8.0,139.0,5.0,131.0,3.0,Non-New York City
Dutchess,Fishkill Town PD,2021,5.0,97.0,1.0,0.0,0.0,0.0,1.0,96.0,0.0,96.0,0.0,Non-New York City
Dutchess,Fishkill Vg PD,2021,12.0,31.0,1.0,0.0,0.0,0.0,1.0,30.0,1.0,26.0,3.0,Non-New York City
Dutchess,Hyde Park Town PD,2021,12.0,66.0,4.0,0.0,0.0,0.0,4.0,62.0,9.0,49.0,4.0,Non-New York City
Dutchess,Millerton Vg PD,2021,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,Non-New York City
Dutchess,Pine Plains Town PD,2021,12.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,Non-New York City
Dutchess,Poughkeepsie City PD,2021,12.0,723.0,211.0,2.0,23.0,40.0,146.0,512.0,71.0,382.0,59.0,Non-New York City
Dutchess,Poughkeepsie Town PD,2021,12.0,1012.0,98.0,0.0,15.0,16.0,67.0,914.0,70.0,796.0,48.0,Non-New York City
Dutchess,Red Hook Vg PD,2021,12.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,4.0,70.0,1.0,Non-New York City
Dutchess,Rhinebeck Vg PD,2021,12.0,12.0,1.0,0.0,0.0,0.0,1.0,11.0,1.0,10.0,0.0,Non-New York City
Dutchess,Wappingers Falls Vg PD,2021,12.0,43.0,1.0,0.0,0.0,0.0,1.0,42.0,1.0,40.0,1.0,Non-New York City
Erie,Akron Vg PD,2021,12.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,Non-New York City
Erie,Amherst Town PD,2021,12.0,2039.0,193.0,0.0,23.0,50.0,120.0,1846.0,142.0,1579.0,125.0,Non-New York City
Erie,Blasdell Vg PD,2021,12.0,32.0,2.0,0.0,0.0,2.0,0.0,30.0,7.0,22.0,1.0,Non-New York City
Erie,Brant Town PD,2021,12.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,6.0,3.0,Non-New York City
Erie,Buffalo City PD,2021,12.0,10622.0,2509.0,68.0,139.0,622.0,1680.0,8113.0,1274.0,5208.0,1631.0,Non-New York City
Erie,Cheektowaga Town PD,2021,12.0,2240.0,213.0,0.0,21.0,57.0,135.0,2027.0,237.0,1608.0,182.0,Non-New York City
Erie,County Total,2021,,20441.0,3481.0,74.0,274.0,828.0,2305.0,16960.0,2165.0,12503.0,2292.0,Non-New York City
Erie,Depew Vg PD,2021,12.0,217.0,14.0,0.0,1.0,2.0,11.0,203.0,21.0,173.0,9.0,Non-New York City
Erie,East Aurora-Town Of Aurora PD,2021,12.0,85.0,8.0,0.0,1.0,3.0,4.0,77.0,16.0,59.0,2.0,Non-New York City
Erie,Eden Town PD,2021,12.0,25.0,4.0,0.0,0.0,0.0,4.0,21.0,2.0,19.0,0.0,Non-New York City
Erie,Erie County Park PD,2021,12.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,1.0,Non-New York City
Erie,Erie County Sheriff,2021,12.0,601.0,65.0,0.0,3.0,9.0,53.0,536.0,52.0,455.0,29.0,Non-New York City
Erie,Erie County State Police,2021,12.0,262.0,31.0,1.0,19.0,1.0,10.0,231.0,19.0,193.0,19.0,Non-New York City
Erie,Evans Town PD,2021,12.0,162.0,20.0,0.0,2.0,0.0,18.0,142.0,17.0,112.0,13.0,Non-New York City
Erie,Gowanda Vg PD,2021,12.0,33.0,5.0,0.0,0.0,0.0,5.0,28.0,5.0,21.0,2.0,Non-New York City
Erie,Hamburg Town PD,2021,12.0,768.0,39.0,2.0,0.0,6.0,31.0,729.0,95.0,606.0,28.0,Non-New York City
Erie,Hamburg Vg PD,2021,12.0,82.0,5.0,0.0,0.0,1.0,4.0,77.0,5.0,65.0,7.0,Non-New York City
Erie,Kenmore Vg PD,2021,12.0,208.0,16.0,0.0,0.0,3.0,13.0,192.0,10.0,161.0,21.0,Non-New York City
Erie,Lackawanna City PD,2021,12.0,389.0,96.0,0.0,15.0,9.0,72.0,293.0,54.0,203.0,36.0,Non-New York City
Erie,Lancaster Town PD,2021,12.0,326.0,23.0,0.0,4.0,5.0,14.0,303.0,22.0,259.0,22.0,Non-New York City
Erie,Niagara Frontier Transportation Authority PD,2021,12.0,80.0,20.0,0.0,1.0,7.0,12.0,60.0,1.0,50.0,9.0,Non-New York City
Erie,Orchard Park Town PD,2021,12.0,263.0,12.0,0.0,4.0,3.0,5.0,251.0,20.0,219.0,12.0,Non-New York City
Erie,SUNY Police - Buffalo,2021,12.0,135.0,4.0,0.0,4.0,0.0,0.0,131.0,6.0,123.0,2.0,Non-New York City
Erie,SUNY Police - Buffalo State College,2021,12.0,39.0,4.0,0.0,4.0,0.0,0.0,35.0,4.0,31.0,0.0,Non-New York City
Erie,Tonawanda City PD,2021,12.0,236.0,25.0,0.0,5.0,6.0,14.0,211.0,17.0,184.0,10.0,Non-New York City
Erie,Tonawanda Town PD,2021,12.0,911.0,107.0,3.0,9.0,33.0,62.0,804.0,80.0,626.0,98.0,Non-New York City
Erie,West Seneca Town PD,2021,12.0,666.0,65.0,0.0,19.0,9.0,37.0,601.0,57.0,514.0,30.0,Non-New York City
Essex,County Total,2021,,257.0,54.0,1.0,31.0,3.0,19.0,203.0,41.0,151.0,11.0,Non-New York City
Essex,Essex County Sheriff,2021,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,Non-New York City
Essex,Essex County State Police,2021,12.0,191.0,35.0,1.0,26.0,1.0,7.0,156.0,33.0,116.0,7.0,Non-New York City
Essex,Lake Placid Vg PD,2021,12.0,40.0,14.0,0.0,4.0,1.0,9.0,26.0,5.0,18.0,3.0,Non-New York City
Essex,Moriah Town PD,2021,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Essex,Ticonderoga Town PD,2021,9.0,22.0,5.0,0.0,1.0,1.0,3.0,17.0,3.0,14.0,0.0,Non-New York City
Franklin,County Total,2021,,576.0,65.0,0.0,33.0,5.0,27.0,511.0,98.0,383.0,30.0,Non-New York City
Franklin,Franklin County State Police,2021,12.0,354.0,34.0,0.0,25.0,3.0,6.0,320.0,74.0,220.0,26.0,Non-New York City
Franklin,Malone Vg PD,2021,12.0,159.0,21.0,0.0,8.0,2.0,11.0,138.0,14.0,122.0,2.0,Non-New York City
Franklin,Saranac Lake Vg PD,2021,12.0,46.0,10.0,0.0,0.0,0.0,10.0,36.0,7.0,28.0,1.0,Non-New York City
Franklin,Tupper Lake Vg PD,2021,6.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,13.0,1.0,Non-New York City
Fulton,County Total,2021,,941.0,147.0,2.0,43.0,16.0,86.0,794.0,98.0,625.0,71.0,Non-New York City
Fulton,Fulton County Sheriff,2021,12.0,179.0,16.0,0.0,9.0,2.0,5.0,163.0,17.0,132.0,14.0,Non-New York City
Fulton,Fulton County State Police,2021,12.0,100.0,24.0,0.0,12.0,1.0,11.0,76.0,18.0,53.0,5.0,Non-New York City
Fulton,Gloversville City PD,2021,12.0,494.0,94.0,2.0,17.0,12.0,63.0,400.0,58.0,299.0,43.0,Non-New York City
Fulton,Johnstown City PD,2021,12.0,166.0,13.0,0.0,5.0,1.0,7.0,153.0,4.0,140.0,9.0,Non-New York City
Fulton,Northville Vg PD,2021,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Non-New York City
Genesee,Batavia City PD,2021,12.0,391.0,76.0,1.0,13.0,11.0,51.0,315.0,61.0,242.0,12.0,Non-New York City
Genesee,County Total,2021,,861.0,155.0,2.0,40.0,11.0,102.0,706.0,106.0,557.0,43.0,Non-New York City
Genesee,Genesee County Park PD,2021,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Genesee,Genesee County Sheriff,2021,12.0,330.0,54.0,1.0,13.0,0.0,40.0,276.0,29.0,228.0,19.0,Non-New York City
Genesee,Genesee County State Police,2021,12.0,117.0,24.0,0.0,13.0,0.0,11.0,93.0,13.0,68.0,12.0,Non-New York City
Genesee,LeRoy Vg PD,2021,3.0,21.0,1.0,0.0,1.0,0.0,0.0,20.0,3.0,17.0,0.0,Non-New York City
Greene,Cairo Town PD,2021,12.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,28.0,0.0,Non-New York City
Greene,Catskill Vg PD,2021,12.0,100.0,8.0,0.0,3.0,1.0,4.0,92.0,12.0,78.0,2.0,Non-New York City
Greene,County Total,2021,,592.0,206.0,3.0,37.0,5.0,161.0,386.0,62.0,311.0,13.0,Non-New York City
Greene,Coxsackie Vg PD,2021,12.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,Non-New York City
Greene,Durham Town PD,2021,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,Non-New York City
Greene,Greene County Sheriff,2021,12.0,37.0,10.0,0.0,5.0,1.0,4.0,27.0,8.0,18.0,1.0,Non-New York City
Greene,Greene County State Police,2021,12.0,397.0,186.0,3.0,29.0,3.0,151.0,211.0,34.0,167.0,10.0,Non-New York City
Greene,Hunter Town PD,2021,12.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,14.0,0.0,Non-New York City
Greene,Windham Town PD,2021,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Hamilton,County Total,2021,,28.0,10.0,0.0,6.0,0.0,4.0,18.0,4.0,14.0,0.0,Non-New York City
Hamilton,Hamilton County Sheriff,2021,12.0,9.0,3.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,0.0,Non-New York City
Hamilton,Hamilton County State Police,2021,12.0,18.0,7.0,0.0,6.0,0.0,1.0,11.0,1.0,10.0,0.0,Non-New York City
Hamilton,Inlet Town PD,2021,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Non-New York City
Herkimer,County Total,2021,,890.0,133.0,5.0,37.0,7.0,84.0,757.0,83.0,643.0,31.0,Non-New York City
Herkimer,Dolgeville Vg PD,2021,12.0,6.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,Non-New York City
Herkimer,Frankfort Town PD,2021,12.0,14.0,1.0,0.0,0.0,0.0,1.0,13.0,1.0,11.0,1.0,Non-New York City
Herkimer,Frankfort Vg PD,2021,12.0,5.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,Non-New York City
Herkimer,Herkimer County Park PD,2021,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Herkimer,Herkimer County State Police,2021,12.0,198.0,37.0,5.0,22.0,1.0,9.0,161.0,33.0,113.0,15.0,Non-New York City
Herkimer,Herkimer Vg PD,2021,12.0,380.0,63.0,0.0,10.0,2.0,51.0,317.0,29.0,285.0,3.0,Non-New York City
Herkimer,Ilion Vg PD,2021,12.0,202.0,20.0,0.0,2.0,4.0,14.0,182.0,11.0,163.0,8.0,Non-New York City
Herkimer,Little Falls City PD,2021,12.0,52.0,7.0,0.0,2.0,0.0,5.0,45.0,5.0,38.0,2.0,Non-New York City
Herkimer,Mohawk Vg PD,2021,12.0,21.0,1.0,0.0,1.0,0.0,0.0,20.0,3.0,16.0,1.0,Non-New York City
Herkimer,Webb Town PD,2021,12.0,11.0,1.0,0.0,0.0,0.0,1.0,10.0,1.0,8.0,1.0,Non-New York City
Jefferson,Adams Vg PD,2021,12.0,6.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,Non-New York City
Jefferson,Alexandria Bay Vg PD,2021,12.0,7.0,2.0,0.0,0.0,0.0,2.0,5.0,1.0,4.0,0.0,Non-New York City
Jefferson,Black River Vg PD,2021,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,Non-New York City
Jefferson,Brownville Vg PD,2021,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Jefferson,Cape Vincent Vg PD,2021,12.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Jefferson,Carthage Vg PD,2021,12.0,33.0,7.0,0.0,4.0,0.0,3.0,26.0,7.0,16.0,3.0,Non-New York City
